Respondent_ID,Age_Group,Generation,Gender,Region,Income_Level,Urban_Rural,Trust_In_Brands,Price_Sensitivity,Quality_Over_Price,Sustainability_Important,Brand_Loyalty,Try_New_Products,Online_Shopping_Preference,Social_Media_Influence,Canadian_Made_Important,Feel_Good_Purchase,Monthly_Discretionary_Spend,Purchase_Frequency_QSR,Coffee_Shop_Visits_Week,Online_Purchases_Month,Survey_Date,Survey_Method,Response_Quality_Score
R00856,18-24,Gen Z,Prefer not to say,Alberta,<$30k,Rural,4,3,4,4,2,3,4,3,5,4,$500-$1000,Monthly,3,11,2026-01-12,Mobile App,0.96
R00857,45-54,Gen X,Prefer not to say,Atlantic,$50k-$75k,Rural,5,3,2,2,4,5,3,2,5,4,<$100,Monthly,0,1,2026-01-31,Mobile App,0.7
R00858,45-54,Gen X,Male,Atlantic,$100k-$150k,Rural,5,4,3,3,5,5,4,2,4,4,$250-$500,Monthly,1,12,2026-02-05,Online Panel,0.61
R00859,25-34,Millennials,Male,British Columbia,$100k-$150k,Rural,3,4,3,4,2,5,4,1,2,4,$100-$250,2-3x/week,7,18,2026-01-17,Mobile App,0.65
R00860,65+,Boomers,Female,Quebec,$100k-$150k,Suburban,2,4,3,3,4,3,2,1,2,5,$500-$1000,Weekly,1,11,2026-02-04,Mobile App,0.88
R00861,45-54,Gen X,Male,Alberta,$50k-$75k,Urban,3,4,3,3,4,4,3,2,4,5,$500-$1000,2-3x/month,6,0,2026-01-28,Mobile App,0.81
R00862,55-64,Boomers,Prefer not to say,Saskatchewan,$100k-$150k,Suburban,3,4,5,2,5,2,2,1,5,4,$1000+,Daily,0,9,2026-01-13,Mobile App,0.87
R00863,18-24,Gen Z,Female,British Columbia,$50k-$75k,Urban,4,3,4,4,4,4,3,3,5,4,$250-$500,2-3x/week,6,12,2026-01-21,Phone,0.89
R00864,18-24,Gen Z,Non-binary,Manitoba,$75k-$100k,Rural,3,3,4,4,2,3,3,3,4,3,$100-$250,2-3x/month,3,8,2026-01-17,Mobile App,0.77
R00865,55-64,Boomers,Female,Quebec,$150k+,Rural,5,4,4,2,3,4,2,1,3,3,$100-$250,Monthly,4,10,2026-02-09,Mobile App,0.83
R00866,45-54,Gen X,Female,Saskatchewan,$75k-$100k,Suburban,2,5,3,3,2,5,2,3,2,5,$500-$1000,Daily,6,11,2026-01-19,Phone,0.76
R00867,18-24,Gen Z,Non-binary,Quebec,$50k-$75k,Suburban,2,3,3,3,2,5,4,2,5,2,$250-$500,Daily,7,12,2026-01-25,Phone,0.85
R00868,25-34,Millennials,Prefer not to say,Quebec,<$30k,Urban,5,3,3,4,3,3,4,3,5,3,<$100,Daily,0,10,2026-01-22,Email,0.61
R00869,65+,Boomers,Non-binary,Manitoba,$100k-$150k,Urban,2,4,2,2,3,3,2,3,3,5,$1000+,Weekly,2,2,2026-01-21,Phone,0.92
R00870,45-54,Gen X,Female,Manitoba,<$30k,Rural,3,4,3,4,3,3,3,4,3,4,<$100,Rarely,7,9,2026-02-08,Email,0.72
R00871,18-24,Gen Z,Non-binary,Alberta,$150k+,Rural,5,3,4,4,4,5,4,3,2,3,$100-$250,2-3x/month,5,16,2026-02-09,Email,0.97
R00872,35-44,Millennials,Prefer not to say,Alberta,$50k-$75k,Rural,2,3,4,4,5,5,4,4,2,5,<$100,Daily,0,17,2026-01-29,Online Panel,0.65
R00873,18-24,Gen Z,Female,Quebec,$30k-$50k,Rural,4,3,3,4,4,5,4,3,3,4,$1000+,Daily,7,0,2026-01-22,Phone,0.63
R00874,65+,Boomers,Female,Territories,$75k-$100k,Rural,4,4,3,2,2,2,2,1,5,3,$1000+,Daily,4,0,2026-02-08,Mobile App,0.92
R00875,65+,Boomers,Male,Atlantic,$150k+,Rural,5,4,5,3,4,2,2,1,3,5,$500-$1000,Monthly,4,3,2026-01-28,Online Panel,0.98
R00876,55-64,Boomers,Prefer not to say,British Columbia,$150k+,Rural,3,4,2,4,5,3,2,4,2,3,$250-$500,Weekly,0,2,2026-01-16,Online Panel,0.94
R00877,45-54,Gen X,Prefer not to say,Atlantic,$30k-$50k,Suburban,3,4,2,3,2,2,3,2,5,4,$250-$500,Daily,0,4,2026-02-01,Email,0.65
R00878,35-44,Millennials,Prefer not to say,Manitoba,$50k-$75k,Urban,5,3,4,4,4,5,4,3,4,5,<$100,Rarely,2,8,2026-02-04,Online Panel,0.83
R00879,45-54,Gen X,Prefer not to say,Ontario,$50k-$75k,Urban,4,4,2,2,2,2,3,3,5,3,$1000+,Rarely,6,1,2026-02-01,Mobile App,0.82
R00880,45-54,Gen X,Non-binary,Ontario,<$30k,Suburban,3,4,3,2,4,5,3,2,5,5,$1000+,Daily,3,3,2026-01-11,Phone,0.62
R00881,18-24,Gen Z,Female,Manitoba,$30k-$50k,Suburban,5,3,5,4,5,3,4,2,2,2,$100-$250,Weekly,1,9,2026-02-03,Online Panel,0.74
R00882,45-54,Gen X,Prefer not to say,British Columbia,$30k-$50k,Suburban,4,4,2,2,4,5,3,2,5,2,$500-$1000,Daily,1,8,2026-02-08,Mobile App,0.92
R00883,35-44,Millennials,Male,British Columbia,$75k-$100k,Suburban,5,3,2,4,3,4,2,2,3,5,<$100,2-3x/month,4,0,2026-02-05,Email,0.79
R00884,18-24,Gen Z,Prefer not to say,Territories,$100k-$150k,Suburban,2,3,5,4,4,4,4,3,5,2,$250-$500,2-3x/month,0,16,2026-02-08,Phone,0.62
R00885,25-34,Millennials,Male,Quebec,<$30k,Urban,4,4,5,4,4,2,4,3,5,4,<$100,Rarely,6,8,2026-01-31,Email,0.93
R00886,45-54,Gen X,Male,Atlantic,$75k-$100k,Suburban,2,5,3,2,3,3,3,2,4,2,$250-$500,Rarely,3,15,2026-02-01,Mobile App,0.8
R00887,25-34,Millennials,Non-binary,Quebec,$50k-$75k,Rural,2,4,3,4,2,4,2,3,3,4,$500-$1000,Daily,1,1,2026-01-30,Mobile App,0.91
R00888,25-34,Millennials,Female,Alberta,<$30k,Urban,3,3,3,3,3,3,3,4,3,5,$500-$1000,Daily,0,7,2026-01-25,Mobile App,0.94
R00889,18-24,Gen Z,Male,Atlantic,$75k-$100k,Rural,4,3,2,4,5,5,3,2,2,3,$250-$500,2-3x/month,6,5,2026-01-14,Online Panel,0.87
R00890,55-64,Boomers,Prefer not to say,Ontario,$50k-$75k,Urban,4,3,3,2,3,3,2,1,3,3,<$100,Weekly,5,18,2026-01-31,Online Panel,0.72
R00891,25-34,Millennials,Male,Ontario,<$30k,Rural,2,3,2,3,3,5,4,3,3,4,<$100,Daily,2,18,2026-01-24,Phone,0.64
R00892,25-34,Millennials,Non-binary,Territories,$50k-$75k,Suburban,2,3,4,3,2,5,4,3,5,4,$100-$250,2-3x/week,7,18,2026-01-15,Email,0.69
R00893,35-44,Millennials,Non-binary,Saskatchewan,$30k-$50k,Rural,5,5,4,4,2,2,3,2,5,2,$500-$1000,Rarely,4,2,2026-02-01,Online Panel,0.63
R00894,18-24,Gen Z,Female,Alberta,$150k+,Suburban,2,3,5,3,3,5,4,3,2,5,$100-$250,Rarely,5,7,2026-01-15,Phone,0.71
R00895,25-34,Millennials,Female,Ontario,$30k-$50k,Urban,2,3,2,4,2,3,4,3,4,5,$250-$500,Monthly,5,9,2026-01-26,Email,0.97
R00896,35-44,Millennials,Prefer not to say,Quebec,$75k-$100k,Urban,3,3,5,4,2,2,4,3,5,4,$100-$250,2-3x/week,2,8,2026-02-07,Email,0.79
R00897,65+,Boomers,Female,Manitoba,<$30k,Rural,5,5,3,2,3,2,3,1,4,3,$100-$250,2-3x/month,1,17,2026-01-11,Online Panel,0.79
R00898,25-34,Millennials,Prefer not to say,Atlantic,$100k-$150k,Suburban,2,3,4,4,4,4,4,2,2,5,<$100,2-3x/week,5,18,2026-02-01,Online Panel,0.79
R00899,55-64,Boomers,Prefer not to say,Manitoba,$50k-$75k,Urban,2,3,5,4,5,4,2,3,3,4,$500-$1000,Monthly,7,3,2026-01-14,Mobile App,0.81
R00900,35-44,Millennials,Male,British Columbia,$50k-$75k,Urban,3,5,3,4,5,5,4,4,4,2,$500-$1000,2-3x/week,3,3,2026-01-30,Online Panel,0.62
R00901,18-24,Gen Z,Non-binary,Saskatchewan,$50k-$75k,Urban,2,3,5,4,5,2,2,4,5,3,$100-$250,Monthly,4,6,2026-01-13,Email,0.66
R00902,35-44,Millennials,Male,Ontario,$50k-$75k,Urban,5,3,4,2,2,2,3,4,2,3,$100-$250,Rarely,5,12,2026-01-15,Online Panel,0.84
R00903,65+,Boomers,Prefer not to say,Manitoba,$150k+,Rural,3,4,2,4,5,2,2,1,5,3,$1000+,2-3x/week,5,14,2026-01-25,Phone,0.92
R00904,25-34,Millennials,Prefer not to say,Alberta,$150k+,Rural,2,3,5,4,5,5,4,3,4,2,$500-$1000,2-3x/month,3,15,2026-01-27,Mobile App,0.82
R00905,25-34,Millennials,Female,Territories,$150k+,Urban,2,3,2,4,3,4,2,3,3,2,$250-$500,2-3x/month,3,14,2026-01-23,Mobile App,0.72
R00906,18-24,Gen Z,Female,Quebec,$75k-$100k,Urban,3,3,4,4,3,3,4,3,2,2,$500-$1000,2-3x/week,1,13,2026-02-04,Online Panel,0.86
R00907,55-64,Boomers,Male,Atlantic,$75k-$100k,Urban,2,4,5,4,2,4,2,1,3,2,$500-$1000,2-3x/week,5,18,2026-02-08,Mobile App,0.8
R00908,18-24,Gen Z,Non-binary,British Columbia,$150k+,Rural,2,3,3,4,2,3,4,1,4,2,$1000+,Rarely,0,7,2026-01-25,Email,0.75
R00909,65+,Boomers,Male,Alberta,$30k-$50k,Suburban,2,4,5,2,2,4,2,1,3,4,$500-$1000,2-3x/month,1,14,2026-02-01,Mobile App,0.78
R00910,25-34,Millennials,Male,Manitoba,$150k+,Rural,3,3,4,4,4,2,4,1,4,4,<$100,Monthly,4,6,2026-01-22,Phone,0.74
R00911,25-34,Millennials,Male,Alberta,<$30k,Urban,2,3,4,4,4,2,4,3,5,3,$500-$1000,Rarely,4,2,2026-02-01,Phone,0.92
R00912,65+,Boomers,Male,Territories,$30k-$50k,Urban,4,4,3,2,4,4,4,1,5,2,$1000+,Weekly,3,18,2026-01-21,Online Panel,0.69
R00913,35-44,Millennials,Male,Ontario,$100k-$150k,Urban,5,3,3,4,4,4,4,3,2,2,$1000+,2-3x/week,6,10,2026-01-29,Email,0.99
R00914,55-64,Boomers,Non-binary,Saskatchewan,<$30k,Suburban,2,4,5,2,5,4,2,1,5,2,$100-$250,Rarely,3,19,2026-01-11,Online Panel,0.83
R00915,18-24,Gen Z,Female,British Columbia,$50k-$75k,Urban,5,3,4,4,5,3,4,3,3,3,$500-$1000,Daily,7,4,2026-01-21,Online Panel,0.71
R00916,55-64,Boomers,Prefer not to say,Manitoba,$30k-$50k,Urban,2,4,2,4,5,2,2,2,3,3,<$100,2-3x/month,2,19,2026-01-24,Phone,0.92
R00917,45-54,Gen X,Prefer not to say,Saskatchewan,$30k-$50k,Rural,2,4,2,4,5,2,3,2,2,2,$250-$500,2-3x/month,2,8,2026-01-19,Mobile App,0.79
R00918,45-54,Gen X,Male,Atlantic,$100k-$150k,Rural,5,4,2,3,3,3,3,1,3,3,<$100,Weekly,7,14,2026-01-15,Online Panel,0.71
R00919,25-34,Millennials,Male,Saskatchewan,$100k-$150k,Suburban,5,3,3,4,2,5,4,3,4,4,$100-$250,2-3x/week,1,9,2026-02-07,Email,0.81
R00920,45-54,Gen X,Female,Atlantic,$30k-$50k,Urban,5,4,5,4,5,3,4,2,2,3,$1000+,Rarely,0,3,2026-02-09,Mobile App,0.82
R00921,45-54,Gen X,Male,Atlantic,$50k-$75k,Urban,2,4,4,3,4,5,4,2,2,5,$100-$250,2-3x/week,3,18,2026-01-17,Online Panel,0.84
R00922,25-34,Millennials,Non-binary,British Columbia,<$30k,Urban,4,5,3,4,4,3,4,1,4,5,<$100,2-3x/week,3,0,2026-01-24,Phone,0.62
R00923,65+,Boomers,Female,Manitoba,$75k-$100k,Suburban,3,4,4,2,2,3,2,1,3,4,<$100,Daily,5,7,2026-01-29,Mobile App,0.68
R00924,18-24,Gen Z,Male,British Columbia,$100k-$150k,Urban,5,5,3,4,3,5,4,3,4,4,$100-$250,Monthly,0,9,2026-01-31,Email,0.95
R00925,55-64,Boomers,Non-binary,Alberta,$75k-$100k,Urban,4,4,2,4,4,3,2,1,4,4,$1000+,Rarely,3,4,2026-01-17,Mobile App,0.72
R00926,45-54,Gen X,Male,Alberta,$75k-$100k,Urban,4,4,2,3,4,3,3,1,5,4,$1000+,Rarely,4,7,2026-01-29,Phone,0.91
R00927,45-54,Gen X,Non-binary,Atlantic,$75k-$100k,Urban,4,4,3,3,2,5,3,2,2,2,$100-$250,Daily,2,17,2026-02-03,Online Panel,0.96
R00928,35-44,Millennials,Non-binary,Ontario,$30k-$50k,Suburban,5,4,3,4,4,5,3,2,4,2,$1000+,Weekly,0,6,2026-02-01,Mobile App,0.65
R00929,55-64,Boomers,Female,Ontario,$30k-$50k,Suburban,4,5,2,2,2,5,4,1,5,3,<$100,2-3x/month,2,14,2026-01-17,Online Panel,0.96
R00930,18-24,Gen Z,Non-binary,Quebec,$50k-$75k,Urban,3,3,2,4,2,2,4,3,5,5,$250-$500,Weekly,0,1,2026-01-26,Phone,0.93
R00931,65+,Boomers,Non-binary,British Columbia,$150k+,Rural,4,4,4,2,3,5,2,1,2,5,$100-$250,2-3x/week,5,17,2026-01-13,Online Panel,0.8
R00932,55-64,Boomers,Prefer not to say,Territories,$100k-$150k,Urban,4,3,5,4,2,5,2,1,4,3,$500-$1000,Daily,1,12,2026-01-30,Mobile App,0.95
R00933,25-34,Millennials,Female,British Columbia,$100k-$150k,Rural,4,3,2,4,4,3,4,3,4,5,$100-$250,2-3x/month,4,13,2026-01-17,Mobile App,0.78
R00934,35-44,Millennials,Non-binary,Saskatchewan,$100k-$150k,Suburban,5,4,2,4,2,5,4,4,2,2,$250-$500,Monthly,4,3,2026-01-31,Online Panel,0.79
R00935,25-34,Millennials,Prefer not to say,Quebec,<$30k,Urban,4,3,4,3,2,2,4,3,2,3,$100-$250,Daily,7,2,2026-01-14,Phone,0.79
R00936,18-24,Gen Z,Prefer not to say,Saskatchewan,$30k-$50k,Suburban,3,3,2,4,4,4,4,4,2,2,$250-$500,2-3x/week,6,7,2026-02-04,Phone,0.98
R00937,35-44,Millennials,Prefer not to say,Manitoba,$75k-$100k,Rural,5,3,4,4,3,4,4,3,3,3,<$100,Weekly,0,18,2026-01-11,Email,0.8
R00938,45-54,Gen X,Prefer not to say,British Columbia,$75k-$100k,Suburban,4,4,4,3,4,4,3,4,3,4,$100-$250,2-3x/month,0,15,2026-01-28,Phone,0.8
R00939,35-44,Millennials,Male,Ontario,$150k+,Urban,3,3,2,4,5,4,4,1,2,2,$500-$1000,2-3x/month,6,14,2026-01-16,Mobile App,0.99
R00940,55-64,Boomers,Prefer not to say,Quebec,$30k-$50k,Suburban,2,4,4,2,5,2,2,1,3,3,$500-$1000,Monthly,7,8,2026-01-31,Phone,0.64
R00941,18-24,Gen Z,Male,British Columbia,$150k+,Urban,3,3,5,4,3,4,4,4,2,2,$500-$1000,Weekly,1,8,2026-01-14,Online Panel,0.74
R00942,35-44,Millennials,Non-binary,Territories,$30k-$50k,Rural,5,3,2,4,3,4,4,3,3,3,<$100,2-3x/month,6,1,2026-01-17,Mobile App,0.91
R00943,65+,Boomers,Female,Saskatchewan,$100k-$150k,Urban,5,4,4,2,5,3,4,1,2,3,$250-$500,2-3x/month,6,14,2026-01-15,Phone,0.67
R00944,25-34,Millennials,Male,Alberta,<$30k,Rural,5,3,2,2,2,4,3,2,3,4,$100-$250,Weekly,2,16,2026-02-06,Phone,0.99
R00945,18-24,Gen Z,Non-binary,Territories,$75k-$100k,Rural,3,3,2,4,2,4,4,2,2,3,$1000+,2-3x/month,5,4,2026-01-26,Email,0.62
R00946,35-44,Millennials,Female,Alberta,$50k-$75k,Suburban,5,3,3,4,5,4,4,3,3,2,$100-$250,2-3x/month,3,1,2026-02-03,Email,0.61
R00947,65+,Boomers,Prefer not to say,Ontario,$100k-$150k,Rural,3,4,2,2,3,2,2,4,2,2,<$100,Rarely,6,0,2026-02-04,Email,0.62
R00948,18-24,Gen Z,Female,Territories,$30k-$50k,Suburban,2,3,4,2,2,4,4,3,2,3,<$100,Monthly,0,15,2026-02-02,Online Panel,0.98
R00949,45-54,Gen X,Female,Territories,$150k+,Rural,5,3,5,2,5,5,3,2,3,2,<$100,Monthly,0,0,2026-01-31,Mobile App,0.99
R00950,55-64,Boomers,Prefer not to say,Alberta,$50k-$75k,Urban,2,4,4,2,5,4,2,1,3,3,<$100,Weekly,7,16,2026-01-13,Online Panel,0.72
R00951,35-44,Millennials,Non-binary,Quebec,$150k+,Suburban,2,3,2,4,2,5,4,4,5,3,$250-$500,Monthly,2,17,2026-02-06,Phone,0.76
R00952,55-64,Boomers,Non-binary,Quebec,$30k-$50k,Suburban,2,4,3,3,4,2,2,1,5,4,$500-$1000,2-3x/month,5,15,2026-01-11,Email,0.65
R00953,65+,Boomers,Prefer not to say,Manitoba,$150k+,Rural,5,4,5,2,2,3,2,2,2,5,$1000+,Daily,6,18,2026-01-14,Online Panel,0.9
R00954,65+,Boomers,Male,Atlantic,<$30k,Suburban,2,4,3,2,4,4,2,1,5,3,<$100,Monthly,2,12,2026-02-07,Online Panel,0.81
R00955,65+,Boomers,Non-binary,Atlantic,$30k-$50k,Urban,3,4,2,2,3,5,4,1,5,4,$500-$1000,Daily,6,10,2026-01-25,Email,0.8
R00956,45-54,Gen X,Prefer not to say,Atlantic,<$30k,Suburban,3,4,3,3,4,4,2,2,2,4,$250-$500,Weekly,0,5,2026-01-19,Phone,0.87
R00957,65+,Boomers,Female,Ontario,$75k-$100k,Urban,5,5,4,2,3,2,2,1,4,5,$1000+,Rarely,1,3,2026-01-22,Email,0.99
R00958,35-44,Millennials,Female,Atlantic,$30k-$50k,Rural,2,3,3,3,4,3,4,3,4,5,$500-$1000,Monthly,0,11,2026-02-06,Phone,0.76
R00959,25-34,Millennials,Prefer not to say,British Columbia,$75k-$100k,Suburban,3,3,2,4,5,3,2,3,2,2,$1000+,Monthly,2,15,2026-01-25,Online Panel,0.88
R00960,65+,Boomers,Prefer not to say,Manitoba,$100k-$150k,Urban,3,4,5,4,3,3,2,1,2,2,$250-$500,Rarely,5,19,2026-01-28,Mobile App,0.84
R00961,18-24,Gen Z,Male,Atlantic,<$30k,Rural,2,3,4,4,2,3,4,3,5,3,$100-$250,2-3x/week,4,1,2026-01-23,Mobile App,0.85
R00962,65+,Boomers,Female,Manitoba,$30k-$50k,Rural,4,4,2,2,3,5,2,3,2,3,$1000+,Weekly,7,13,2026-01-26,Online Panel,0.82
R00963,35-44,Millennials,Male,British Columbia,$150k+,Urban,2,3,4,4,5,4,2,3,4,3,$250-$500,Monthly,0,8,2026-01-23,Online Panel,0.85
R00964,18-24,Gen Z,Female,Manitoba,$50k-$75k,Urban,5,5,3,4,3,3,4,3,2,4,$500-$1000,2-3x/month,2,3,2026-02-07,Online Panel,0.99
R00965,45-54,Gen X,Male,Atlantic,<$30k,Suburban,4,4,2,2,4,3,3,4,4,2,$500-$1000,Weekly,0,18,2026-01-20,Phone,0.88
R00966,25-34,Millennials,Female,Manitoba,<$30k,Urban,4,3,5,4,4,2,4,1,5,5,$100-$250,Weekly,7,7,2026-01-26,Email,0.88
R00967,45-54,Gen X,Male,British Columbia,$100k-$150k,Rural,3,3,5,4,2,5,3,2,4,2,$500-$1000,Monthly,2,9,2026-01-26,Mobile App,0.96
R00968,25-34,Millennials,Non-binary,Quebec,$30k-$50k,Urban,4,3,3,2,4,5,4,3,2,3,$250-$500,Weekly,3,0,2026-02-07,Email,0.81
R00969,45-54,Gen X,Female,Quebec,$50k-$75k,Rural,4,4,2,2,2,5,3,2,2,2,$100-$250,Monthly,1,3,2026-01-24,Phone,0.65
R00970,25-34,Millennials,Non-binary,British Columbia,$30k-$50k,Rural,4,3,2,4,3,5,4,3,4,2,<$100,Monthly,6,3,2026-01-20,Email,0.93
R00971,25-34,Millennials,Female,Territories,$75k-$100k,Suburban,4,3,2,4,3,2,4,3,3,4,$250-$500,Monthly,0,14,2026-01-18,Phone,0.84
R00972,45-54,Gen X,Female,Saskatchewan,$50k-$75k,Rural,2,4,5,3,2,3,3,2,4,3,<$100,Weekly,5,13,2026-01-24,Phone,0.97
R00973,35-44,Millennials,Non-binary,Atlantic,<$30k,Urban,3,3,2,3,2,5,4,3,4,3,<$100,Daily,0,4,2026-02-04,Mobile App,0.72
R00974,65+,Boomers,Non-binary,Saskatchewan,$30k-$50k,Suburban,4,3,5,3,2,2,3,4,3,2,$1000+,2-3x/month,2,17,2026-01-21,Email,0.66
R00975,25-34,Millennials,Male,Atlantic,$50k-$75k,Rural,5,5,4,2,5,2,4,3,2,3,<$100,Rarely,7,4,2026-01-17,Online Panel,0.84
R00976,55-64,Boomers,Prefer not to say,Atlantic,$50k-$75k,Suburban,5,5,5,4,3,2,2,1,4,3,$500-$1000,Weekly,1,6,2026-02-09,Phone,0.94
R00977,18-24,Gen Z,Male,Territories,$30k-$50k,Rural,5,3,2,4,5,5,4,2,2,2,<$100,Rarely,4,5,2026-02-08,Online Panel,0.69
R00978,45-54,Gen X,Non-binary,British Columbia,$75k-$100k,Urban,2,4,5,3,4,3,3,2,2,2,$500-$1000,Daily,7,12,2026-01-18,Phone,0.98
R00979,18-24,Gen Z,Prefer not to say,Manitoba,$50k-$75k,Suburban,3,3,4,4,3,3,4,3,5,3,$500-$1000,Monthly,0,9,2026-02-01,Online Panel,0.62
R00980,45-54,Gen X,Non-binary,Territories,$75k-$100k,Rural,4,4,3,2,3,4,3,2,5,5,$100-$250,Daily,5,2,2026-02-08,Mobile App,0.83
R00981,18-24,Gen Z,Male,British Columbia,<$30k,Suburban,5,3,2,4,2,3,4,4,4,2,$250-$500,Rarely,0,14,2026-01-19,Email,0.8
R00982,55-64,Boomers,Male,Ontario,$50k-$75k,Urban,5,3,4,2,5,5,3,1,2,2,<$100,Monthly,0,1,2026-01-22,Phone,0.84
R00983,35-44,Millennials,Female,British Columbia,$100k-$150k,Suburban,3,3,3,2,3,2,2,3,3,5,$500-$1000,2-3x/month,2,18,2026-01-23,Phone,0.76
R00984,65+,Boomers,Male,Alberta,$100k-$150k,Suburban,5,4,5,2,5,2,2,1,4,2,$1000+,2-3x/week,0,0,2026-01-14,Online Panel,0.8
R00985,35-44,Millennials,Non-binary,Quebec,$50k-$75k,Rural,3,3,5,3,5,5,4,3,3,4,$1000+,Rarely,7,6,2026-02-09,Online Panel,0.72
R00986,18-24,Gen Z,Prefer not to say,Ontario,$30k-$50k,Urban,2,3,5,4,4,5,4,3,5,5,<$100,Weekly,5,1,2026-01-22,Mobile App,0.98
R00987,55-64,Boomers,Non-binary,Manitoba,$150k+,Suburban,5,4,3,2,2,3,3,4,4,5,$1000+,Weekly,2,15,2026-01-14,Phone,0.88
R00988,45-54,Gen X,Female,Atlantic,$30k-$50k,Urban,5,5,2,3,2,2,3,2,2,4,<$100,Rarely,3,12,2026-02-02,Online Panel,0.69
R00989,25-34,Millennials,Prefer not to say,Quebec,$150k+,Urban,2,5,2,4,2,5,3,1,4,2,$250-$500,Rarely,7,17,2026-01-24,Phone,0.65
R00990,35-44,Millennials,Non-binary,Quebec,$100k-$150k,Urban,4,3,3,2,5,4,4,3,3,2,$100-$250,Weekly,4,7,2026-01-22,Online Panel,0.67
R00991,45-54,Gen X,Non-binary,Saskatchewan,<$30k,Urban,2,4,4,3,2,4,3,2,2,2,<$100,2-3x/month,6,13,2026-01-30,Mobile App,0.72
R00992,55-64,Boomers,Non-binary,Territories,$100k-$150k,Suburban,5,3,5,3,3,4,2,4,5,2,$1000+,Daily,7,12,2026-02-02,Online Panel,0.87
R00993,18-24,Gen Z,Non-binary,Alberta,<$30k,Rural,5,3,4,4,2,2,4,3,3,3,$500-$1000,2-3x/month,0,8,2026-01-23,Phone,0.96
R00994,18-24,Gen Z,Female,Manitoba,$75k-$100k,Urban,4,5,5,2,2,5,4,3,3,3,$250-$500,Weekly,4,13,2026-02-07,Online Panel,0.62
R00995,18-24,Gen Z,Female,Territories,$150k+,Suburban,3,3,3,4,2,2,4,3,4,3,$100-$250,2-3x/week,0,12,2026-01-25,Mobile App,0.62
R00996,35-44,Millennials,Prefer not to say,British Columbia,<$30k,Rural,4,3,5,2,2,3,2,3,3,5,<$100,Daily,0,19,2026-02-08,Mobile App,0.91
R00997,65+,Boomers,Male,Saskatchewan,$75k-$100k,Rural,3,3,4,2,3,4,2,1,5,4,<$100,Daily,0,11,2026-02-06,Email,0.64
R00998,25-34,Millennials,Female,British Columbia,<$30k,Urban,4,3,2,4,2,4,4,3,3,4,$1000+,Monthly,4,16,2026-01-11,Email,0.74
R00999,65+,Boomers,Prefer not to say,Manitoba,$50k-$75k,Suburban,2,5,5,2,3,3,2,1,5,2,$1000+,Rarely,4,12,2026-01-26,Phone,0.95
R01000,18-24,Gen Z,Non-binary,Ontario,$30k-$50k,Suburban,4,3,3,4,5,5,3,3,3,4,<$100,2-3x/week,4,4,2026-01-28,Phone,0.71
R01001,35-44,Millennials,Female,Quebec,$30k-$50k,Suburban,5,3,4,4,4,4,4,3,5,4,$250-$500,2-3x/month,4,6,2026-01-23,Mobile App,0.9
R01002,35-44,Millennials,Non-binary,Saskatchewan,$75k-$100k,Rural,2,3,5,4,3,5,4,1,2,3,$500-$1000,Monthly,0,18,2026-02-07,Email,0.84
R01003,55-64,Boomers,Male,Atlantic,$75k-$100k,Rural,4,4,2,2,2,4,4,1,2,3,$500-$1000,2-3x/month,0,19,2026-01-28,Mobile App,1.0
R01004,45-54,Gen X,Female,Manitoba,$100k-$150k,Rural,2,4,3,4,4,3,4,2,5,4,$500-$1000,Daily,5,18,2026-02-01,Phone,0.61
R01005,18-24,Gen Z,Female,Manitoba,$100k-$150k,Urban,3,5,5,3,3,3,4,3,5,4,$1000+,Daily,6,5,2026-01-15,Online Panel,0.66
R01006,35-44,Millennials,Female,Saskatchewan,$50k-$75k,Rural,2,3,2,4,4,3,4,1,5,5,$1000+,Weekly,1,7,2026-02-04,Mobile App,0.64
R01007,65+,Boomers,Female,Atlantic,$100k-$150k,Urban,4,3,4,4,4,5,2,4,3,5,$250-$500,Rarely,7,8,2026-01-15,Phone,0.74
R01008,45-54,Gen X,Prefer not to say,Quebec,$50k-$75k,Suburban,4,4,3,2,2,3,3,2,4,4,$500-$1000,Monthly,7,13,2026-01-17,Mobile App,0.84
R01009,65+,Boomers,Female,Manitoba,$30k-$50k,Suburban,2,4,5,3,4,5,4,1,5,3,<$100,Rarely,1,19,2026-01-29,Phone,0.61
R01010,55-64,Boomers,Female,Atlantic,$75k-$100k,Urban,3,3,5,2,2,5,2,1,2,5,<$100,Rarely,6,5,2026-02-09,Email,0.83
R01011,45-54,Gen X,Non-binary,Atlantic,$75k-$100k,Suburban,3,4,3,3,2,2,3,2,3,3,$500-$1000,2-3x/month,7,14,2026-01-25,Online Panel,0.64
R01012,25-34,Millennials,Non-binary,Alberta,$100k-$150k,Rural,4,3,4,4,5,2,4,3,2,4,<$100,Daily,1,18,2026-01-16,Phone,0.86
R01013,25-34,Millennials,Prefer not to say,Ontario,$75k-$100k,Rural,4,3,3,3,2,3,2,3,2,5,$1000+,Rarely,1,2,2026-01-18,Online Panel,0.9
R01014,35-44,Millennials,Male,Manitoba,$100k-$150k,Suburban,2,3,4,4,3,4,2,3,2,3,$100-$250,Monthly,5,7,2026-02-06,Online Panel,0.95
R01015,65+,Boomers,Female,British Columbia,$100k-$150k,Rural,5,4,4,4,3,4,2,1,4,3,$1000+,2-3x/week,4,0,2026-01-14,Email,0.82
